,indRap,PC,RC,Com
20895,1393,P01,R4,Commentaire Aléatoire3_Trois_Ècî
20896,1393,P02,R9,Commentaire Aléatoire3_Trois_Ècî
20897,1393,P03,R4,Commentaire Aléatoire2_Trop Û
20898,1393,P04,R5,Commentaire Aléatoire3_Trois_Ècî
20899,1393,P05,R1,Commentaire Aléatoire3_Trois_Ècî
20900,1393,P06,R2,Commentaire Aléatoire3_Trois_Ècî
20901,1393,P07,R7,Commentaire Aléatoire2_Trop Û
20902,1393,P08,R0,Commentaire Aléatoire1_îàèù
20903,1393,P09,R2,Commentaire Aléatoire4_Qûàtré
20904,1393,P10,R2,Commentaire Aléatoire0_Très
20905,1393,P11,R2,Commentaire Aléatoire2_Trop Û
20906,1393,P12,R3,Commentaire Aléatoire3_Trois_Ècî
20907,1393,P13,R1,Commentaire Aléatoire3_Trois_Ècî
20908,1393,P14,R2,Commentaire Aléatoire1_îàèù
20909,1393,P20,R2,Commentaire Aléatoire1_îàèù
20910,1394,P01,R1,Commentaire Aléatoire4_Qûàtré
20911,1394,P02,R9,Commentaire Aléatoire2_Trop Û
20912,1394,P03,R0,Commentaire Aléatoire0_Très
20913,1394,P04,R5,Commentaire Aléatoire2_Trop Û
20914,1394,P05,R2,Commentaire Aléatoire3_Trois_Ècî
20915,1394,P06,R2,Commentaire Aléatoire0_Très
20916,1394,P07,R7,Commentaire Aléatoire3_Trois_Ècî
20917,1394,P08,R5,Commentaire Aléatoire1_îàèù
20918,1394,P09,R0,Commentaire Aléatoire2_Trop Û
20919,1394,P10,R2,Commentaire Aléatoire4_Qûàtré
20920,1394,P11,R2,Commentaire Aléatoire3_Trois_Ècî
20921,1394,P12,R3,Commentaire Aléatoire0_Très
20922,1394,P13,R2,Commentaire Aléatoire4_Qûàtré
20923,1394,P14,R1,Commentaire Aléatoire2_Trop Û
20924,1394,P20,R0,Commentaire Aléatoire3_Trois_Ècî
20925,1395,P01,R4,Commentaire Aléatoire4_Qûàtré
20926,1395,P02,R9,Commentaire Aléatoire2_Trop Û
20927,1395,P03,R4,Commentaire Aléatoire1_îàèù
20928,1395,P04,R5,Commentaire Aléatoire2_Trop Û
20929,1395,P05,R2,Commentaire Aléatoire2_Trop Û
20930,1395,P06,R2,Commentaire Aléatoire1_îàèù
20931,1395,P07,R7,Commentaire Aléatoire1_îàèù
20932,1395,P08,R5,Commentaire Aléatoire3_Trois_Ècî
20933,1395,P09,R0,Commentaire Aléatoire0_Très
20934,1395,P10,R2,Commentaire Aléatoire0_Très
20935,1395,P11,R2,Commentaire Aléatoire4_Qûàtré
20936,1395,P12,R2,Commentaire Aléatoire4_Qûàtré
20937,1395,P13,R2,Commentaire Aléatoire1_îàèù
20938,1395,P14,R1,Commentaire Aléatoire3_Trois_Ècî
20939,1395,P20,R2,Commentaire Aléatoire2_Trop Û
20940,1396,P01,R4,Commentaire Aléatoire0_Très
20941,1396,P02,R9,Commentaire Aléatoire4_Qûàtré
20942,1396,P03,R4,Commentaire Aléatoire0_Très
20943,1396,P04,R5,Commentaire Aléatoire2_Trop Û
20944,1396,P05,R2,Commentaire Aléatoire2_Trop Û
20945,1396,P06,R0,Commentaire Aléatoire4_Qûàtré
20946,1396,P07,R7,Commentaire Aléatoire3_Trois_Ècî
20947,1396,P08,R5,Commentaire Aléatoire2_Trop Û
20948,1396,P09,R0,Commentaire Aléatoire4_Qûàtré
20949,1396,P10,R2,Commentaire Aléatoire3_Trois_Ècî
20950,1396,P11,R2,Commentaire Aléatoire0_Très
20951,1396,P12,R3,Commentaire Aléatoire4_Qûàtré
20952,1396,P13,R2,Commentaire Aléatoire4_Qûàtré
20953,1396,P14,R2,Commentaire Aléatoire1_îàèù
20954,1396,P20,R2,Commentaire Aléatoire3_Trois_Ècî
20955,1397,P01,R4,Commentaire Aléatoire4_Qûàtré
20956,1397,P02,R2,Commentaire Aléatoire2_Trop Û
20957,1397,P03,R4,Commentaire Aléatoire0_Très
20958,1397,P04,R5,Commentaire Aléatoire2_Trop Û
20959,1397,P05,R2,Commentaire Aléatoire0_Très
20960,1397,P06,R2,Commentaire Aléatoire2_Trop Û
20961,1397,P07,R7,Commentaire Aléatoire3_Trois_Ècî
20962,1397,P08,R5,Commentaire Aléatoire1_îàèù
20963,1397,P09,R2,Commentaire Aléatoire4_Qûàtré
20964,1397,P10,R2,Commentaire Aléatoire0_Très
20965,1397,P11,R2,Commentaire Aléatoire2_Trop Û
20966,1397,P12,R3,Commentaire Aléatoire2_Trop Û
20967,1397,P13,R1,Commentaire Aléatoire3_Trois_Ècî
20968,1397,P14,R2,Commentaire Aléatoire2_Trop Û
20969,1397,P20,R2,Commentaire Aléatoire2_Trop Û
20970,1398,P01,R1,Commentaire Aléatoire0_Très
20971,1398,P02,R9,Commentaire Aléatoire2_Trop Û
20972,1398,P03,R4,Commentaire Aléatoire4_Qûàtré
20973,1398,P04,R5,Commentaire Aléatoire3_Trois_Ècî
20974,1398,P05,R2,Commentaire Aléatoire2_Trop Û
20975,1398,P06,R2,Commentaire Aléatoire2_Trop Û
20976,1398,P07,R7,Commentaire Aléatoire2_Trop Û
20977,1398,P08,R5,Commentaire Aléatoire2_Trop Û
20978,1398,P09,R2,Commentaire Aléatoire2_Trop Û
20979,1398,P10,R2,Commentaire Aléatoire2_Trop Û
20980,1398,P11,R2,Commentaire Aléatoire2_Trop Û
20981,1398,P12,R3,Commentaire Aléatoire2_Trop Û
20982,1398,P13,R2,Commentaire Aléatoire3_Trois_Ècî
20983,1398,P14,R2,Commentaire Aléatoire0_Très
20984,1398,P20,R2,Commentaire Aléatoire0_Très
20985,1399,P01,R4,Commentaire Aléatoire4_Qûàtré
20986,1399,P02,R9,Commentaire Aléatoire0_Très
20987,1399,P03,R4,Commentaire Aléatoire3_Trois_Ècî
20988,1399,P04,R5,Commentaire Aléatoire0_Très
20989,1399,P05,R0,Commentaire Aléatoire2_Trop Û
20990,1399,P06,R2,Commentaire Aléatoire1_îàèù
20991,1399,P07,R7,Commentaire Aléatoire2_Trop Û
20992,1399,P08,R5,Commentaire Aléatoire0_Très
20993,1399,P09,R2,Commentaire Aléatoire2_Trop Û
20994,1399,P10,R0,Commentaire Aléatoire1_îàèù
20995,1399,P11,R2,Commentaire Aléatoire2_Trop Û
20996,1399,P12,R3,Commentaire Aléatoire0_Très
20997,1399,P13,R1,Commentaire Aléatoire3_Trois_Ècî
20998,1399,P14,R2,Commentaire Aléatoire4_Qûàtré
20999,1399,P20,R2,Commentaire Aléatoire0_Très
21000,1400,P01,R4,Commentaire Aléatoire3_Trois_Ècî
21001,1400,P02,R2,Commentaire Aléatoire4_Qûàtré
21002,1400,P03,R4,Commentaire Aléatoire4_Qûàtré
21003,1400,P04,R5,Commentaire Aléatoire4_Qûàtré
21004,1400,P05,R0,Commentaire Aléatoire4_Qûàtré
21005,1400,P06,R2,Commentaire Aléatoire1_îàèù
21006,1400,P07,R7,Commentaire Aléatoire2_Trop Û
21007,1400,P08,R5,Commentaire Aléatoire2_Trop Û
21008,1400,P09,R2,Commentaire Aléatoire3_Trois_Ècî
21009,1400,P10,R2,Commentaire Aléatoire3_Trois_Ècî
21010,1400,P11,R2,Commentaire Aléatoire4_Qûàtré
21011,1400,P12,R3,Commentaire Aléatoire1_îàèù
21012,1400,P13,R2,Commentaire Aléatoire0_Très
21013,1400,P14,R2,Commentaire Aléatoire2_Trop Û
21014,1400,P20,R2,Commentaire Aléatoire3_Trois_Ècî
21015,1401,P01,R4,Commentaire Aléatoire0_Très
21016,1401,P02,R9,Commentaire Aléatoire3_Trois_Ècî
21017,1401,P03,R4,Commentaire Aléatoire3_Trois_Ècî
21018,1401,P04,R0,Commentaire Aléatoire3_Trois_Ècî
21019,1401,P05,R2,Commentaire Aléatoire1_îàèù
21020,1401,P06,R2,Commentaire Aléatoire1_îàèù
21021,1401,P07,R7,Commentaire Aléatoire3_Trois_Ècî
21022,1401,P08,R2,Commentaire Aléatoire3_Trois_Ècî
21023,1401,P09,R2,Commentaire Aléatoire1_îàèù
21024,1401,P10,R2,Commentaire Aléatoire4_Qûàtré
21025,1401,P11,R2,Commentaire Aléatoire3_Trois_Ècî
21026,1401,P12,R3,Commentaire Aléatoire0_Très
21027,1401,P13,R2,Commentaire Aléatoire1_îàèù
21028,1401,P14,R2,Commentaire Aléatoire1_îàèù
21029,1401,P20,R2,Commentaire Aléatoire1_îàèù
21030,1402,P01,R4,Commentaire Aléatoire3_Trois_Ècî
21031,1402,P02,R9,Commentaire Aléatoire0_Très
21032,1402,P03,R4,Commentaire Aléatoire2_Trop Û
21033,1402,P04,R5,Commentaire Aléatoire0_Très
21034,1402,P05,R2,Commentaire Aléatoire0_Très
21035,1402,P06,R0,Commentaire Aléatoire0_Très
21036,1402,P07,R7,Commentaire Aléatoire2_Trop Û
21037,1402,P08,R5,Commentaire Aléatoire2_Trop Û
21038,1402,P09,R0,Commentaire Aléatoire0_Très
21039,1402,P10,R0,Commentaire Aléatoire1_îàèù
21040,1402,P11,R2,Commentaire Aléatoire0_Très
21041,1402,P12,R3,Commentaire Aléatoire1_îàèù
21042,1402,P13,R2,Commentaire Aléatoire3_Trois_Ècî
21043,1402,P14,R2,Commentaire Aléatoire2_Trop Û
21044,1402,P20,R2,Commentaire Aléatoire4_Qûàtré
21045,1403,P01,R4,Commentaire Aléatoire1_îàèù
21046,1403,P02,R2,Commentaire Aléatoire3_Trois_Ècî
21047,1403,P03,R4,Commentaire Aléatoire1_îàèù
21048,1403,P04,R5,Commentaire Aléatoire3_Trois_Ècî
21049,1403,P05,R0,Commentaire Aléatoire2_Trop Û
21050,1403,P06,R2,Commentaire Aléatoire0_Très
21051,1403,P07,R7,Commentaire Aléatoire0_Très
21052,1403,P08,R4,Commentaire Aléatoire1_îàèù
21053,1403,P09,R2,Commentaire Aléatoire4_Qûàtré
21054,1403,P10,R2,Commentaire Aléatoire0_Très
21055,1403,P11,R2,Commentaire Aléatoire3_Trois_Ècî
21056,1403,P12,R3,Commentaire Aléatoire1_îàèù
21057,1403,P13,R2,Commentaire Aléatoire1_îàèù
21058,1403,P14,R2,Commentaire Aléatoire0_Très
21059,1403,P20,R1,Commentaire Aléatoire2_Trop Û
21060,1404,P01,R4,Commentaire Aléatoire0_Très
21061,1404,P02,R9,Commentaire Aléatoire2_Trop Û
21062,1404,P03,R4,Commentaire Aléatoire4_Qûàtré
21063,1404,P04,R5,Commentaire Aléatoire4_Qûàtré
21064,1404,P05,R2,Commentaire Aléatoire2_Trop Û
21065,1404,P06,R0,Commentaire Aléatoire0_Très
21066,1404,P07,R7,Commentaire Aléatoire1_îàèù
21067,1404,P08,R5,Commentaire Aléatoire1_îàèù
21068,1404,P09,R2,Commentaire Aléatoire2_Trop Û
21069,1404,P10,R2,Commentaire Aléatoire3_Trois_Ècî
21070,1404,P11,R2,Commentaire Aléatoire2_Trop Û
21071,1404,P12,R2,Commentaire Aléatoire1_îàèù
21072,1404,P13,R0,Commentaire Aléatoire4_Qûàtré
21073,1404,P14,R0,Commentaire Aléatoire1_îàèù
21074,1404,P20,R1,Commentaire Aléatoire3_Trois_Ècî
21075,1405,P01,R4,Commentaire Aléatoire4_Qûàtré
21076,1405,P02,R9,Commentaire Aléatoire0_Très
21077,1405,P03,R4,Commentaire Aléatoire1_îàèù
21078,1405,P04,R5,Commentaire Aléatoire0_Très
21079,1405,P05,R2,Commentaire Aléatoire0_Très
21080,1405,P06,R2,Commentaire Aléatoire2_Trop Û
21081,1405,P07,R3,Commentaire Aléatoire1_îàèù
21082,1405,P08,R5,Commentaire Aléatoire2_Trop Û
21083,1405,P09,R0,Commentaire Aléatoire3_Trois_Ècî
21084,1405,P10,R2,Commentaire Aléatoire0_Très
21085,1405,P11,R2,Commentaire Aléatoire2_Trop Û
21086,1405,P12,R3,Commentaire Aléatoire2_Trop Û
21087,1405,P13,R2,Commentaire Aléatoire3_Trois_Ècî
21088,1405,P14,R2,Commentaire Aléatoire4_Qûàtré
21089,1405,P20,R2,Commentaire Aléatoire4_Qûàtré
21090,1406,P01,R3,Commentaire Aléatoire3_Trois_Ècî
21091,1406,P02,R9,Commentaire Aléatoire1_îàèù
21092,1406,P03,R1,Commentaire Aléatoire4_Qûàtré
21093,1406,P04,R5,Commentaire Aléatoire4_Qûàtré
21094,1406,P05,R2,Commentaire Aléatoire0_Très
21095,1406,P06,R2,Commentaire Aléatoire0_Très
21096,1406,P07,R7,Commentaire Aléatoire4_Qûàtré
21097,1406,P08,R5,Commentaire Aléatoire2_Trop Û
21098,1406,P09,R2,Commentaire Aléatoire1_îàèù
21099,1406,P10,R2,Commentaire Aléatoire1_îàèù
21100,1406,P11,R0,Commentaire Aléatoire2_Trop Û
21101,1406,P12,R3,Commentaire Aléatoire2_Trop Û
21102,1406,P13,R2,Commentaire Aléatoire1_îàèù
21103,1406,P14,R1,Commentaire Aléatoire0_Très
21104,1406,P20,R2,Commentaire Aléatoire2_Trop Û
21105,1407,P01,R4,Commentaire Aléatoire4_Qûàtré
21106,1407,P02,R9,Commentaire Aléatoire2_Trop Û
21107,1407,P03,R4,Commentaire Aléatoire3_Trois_Ècî
21108,1407,P04,R5,Commentaire Aléatoire4_Qûàtré
21109,1407,P05,R2,Commentaire Aléatoire4_Qûàtré
21110,1407,P06,R2,Commentaire Aléatoire3_Trois_Ècî
21111,1407,P07,R7,Commentaire Aléatoire2_Trop Û
21112,1407,P08,R5,Commentaire Aléatoire3_Trois_Ècî
21113,1407,P09,R2,Commentaire Aléatoire2_Trop Û
21114,1407,P10,R1,Commentaire Aléatoire1_îàèù
21115,1407,P11,R2,Commentaire Aléatoire2_Trop Û
21116,1407,P12,R2,Commentaire Aléatoire4_Qûàtré
21117,1407,P13,R2,Commentaire Aléatoire3_Trois_Ècî
21118,1407,P14,R2,Commentaire Aléatoire2_Trop Û
21119,1407,P20,R2,Commentaire Aléatoire0_Très
21120,1408,P01,R4,Commentaire Aléatoire0_Très
21121,1408,P02,R2,Commentaire Aléatoire4_Qûàtré
21122,1408,P03,R0,Commentaire Aléatoire4_Qûàtré
21123,1408,P04,R2,Commentaire Aléatoire1_îàèù
21124,1408,P05,R2,Commentaire Aléatoire4_Qûàtré
21125,1408,P06,R1,Commentaire Aléatoire1_îàèù
21126,1408,P07,R7,Commentaire Aléatoire0_Très
21127,1408,P08,R5,Commentaire Aléatoire1_îàèù
21128,1408,P09,R2,Commentaire Aléatoire4_Qûàtré
21129,1408,P10,R2,Commentaire Aléatoire1_îàèù
21130,1408,P11,R2,Commentaire Aléatoire0_Très
21131,1408,P12,R1,Commentaire Aléatoire1_îàèù
21132,1408,P13,R2,Commentaire Aléatoire0_Très
21133,1408,P14,R2,Commentaire Aléatoire1_îàèù
21134,1408,P20,R2,Commentaire Aléatoire3_Trois_Ècî
21135,1409,P01,R4,Commentaire Aléatoire2_Trop Û
21136,1409,P02,R9,Commentaire Aléatoire2_Trop Û
21137,1409,P03,R4,Commentaire Aléatoire1_îàèù
21138,1409,P04,R5,Commentaire Aléatoire3_Trois_Ècî
21139,1409,P05,R2,Commentaire Aléatoire1_îàèù
21140,1409,P06,R2,Commentaire Aléatoire0_Très
21141,1409,P07,R7,Commentaire Aléatoire3_Trois_Ècî
21142,1409,P08,R5,Commentaire Aléatoire0_Très
21143,1409,P09,R1,Commentaire Aléatoire4_Qûàtré
21144,1409,P10,R2,Commentaire Aléatoire2_Trop Û
21145,1409,P11,R1,Commentaire Aléatoire0_Très
21146,1409,P12,R3,Commentaire Aléatoire3_Trois_Ècî
21147,1409,P13,R0,Commentaire Aléatoire4_Qûàtré
21148,1409,P14,R2,Commentaire Aléatoire2_Trop Û
21149,1409,P20,R2,Commentaire Aléatoire2_Trop Û
21150,1410,P01,R4,Commentaire Aléatoire2_Trop Û
21151,1410,P02,R9,Commentaire Aléatoire1_îàèù
21152,1410,P03,R4,Commentaire Aléatoire3_Trois_Ècî
21153,1410,P04,R0,Commentaire Aléatoire2_Trop Û
21154,1410,P05,R2,Commentaire Aléatoire3_Trois_Ècî
21155,1410,P06,R2,Commentaire Aléatoire2_Trop Û
21156,1410,P07,R6,Commentaire Aléatoire1_îàèù
21157,1410,P08,R5,Commentaire Aléatoire0_Très
21158,1410,P09,R1,Commentaire Aléatoire4_Qûàtré
21159,1410,P10,R0,Commentaire Aléatoire2_Trop Û
21160,1410,P11,R2,Commentaire Aléatoire0_Très
21161,1410,P12,R3,Commentaire Aléatoire2_Trop Û
21162,1410,P13,R2,Commentaire Aléatoire3_Trois_Ècî
21163,1410,P14,R0,Commentaire Aléatoire3_Trois_Ècî
21164,1410,P20,R2,Commentaire Aléatoire4_Qûàtré
21165,1411,P01,R4,Commentaire Aléatoire4_Qûàtré
21166,1411,P02,R7,Commentaire Aléatoire2_Trop Û
21167,1411,P03,R4,Commentaire Aléatoire4_Qûàtré
21168,1411,P04,R5,Commentaire Aléatoire2_Trop Û
21169,1411,P05,R2,Commentaire Aléatoire0_Très
21170,1411,P06,R2,Commentaire Aléatoire0_Très
21171,1411,P07,R7,Commentaire Aléatoire2_Trop Û
21172,1411,P08,R5,Commentaire Aléatoire0_Très
21173,1411,P09,R2,Commentaire Aléatoire2_Trop Û
21174,1411,P10,R2,Commentaire Aléatoire2_Trop Û
21175,1411,P11,R2,Commentaire Aléatoire3_Trois_Ècî
21176,1411,P12,R2,Commentaire Aléatoire3_Trois_Ècî
21177,1411,P13,R2,Commentaire Aléatoire1_îàèù
21178,1411,P14,R2,Commentaire Aléatoire3_Trois_Ècî
21179,1411,P20,R2,Commentaire Aléatoire2_Trop Û
21180,1412,P01,R4,Commentaire Aléatoire3_Trois_Ècî
21181,1412,P02,R9,Commentaire Aléatoire0_Très
21182,1412,P03,R4,Commentaire Aléatoire1_îàèù
21183,1412,P04,R0,Commentaire Aléatoire4_Qûàtré
21184,1412,P05,R2,Commentaire Aléatoire0_Très
21185,1412,P06,R2,Commentaire Aléatoire0_Très
21186,1412,P07,R7,Commentaire Aléatoire0_Très
21187,1412,P08,R5,Commentaire Aléatoire1_îàèù
21188,1412,P09,R0,Commentaire Aléatoire3_Trois_Ècî
21189,1412,P10,R2,Commentaire Aléatoire1_îàèù
21190,1412,P11,R2,Commentaire Aléatoire1_îàèù
21191,1412,P12,R0,Commentaire Aléatoire1_îàèù
21192,1412,P13,R2,Commentaire Aléatoire1_îàèù
21193,1412,P14,R0,Commentaire Aléatoire0_Très
21194,1412,P20,R2,Commentaire Aléatoire4_Qûàtré
21195,1413,P01,R4,Commentaire Aléatoire0_Très
21196,1413,P02,R9,Commentaire Aléatoire0_Très
21197,1413,P03,R3,Commentaire Aléatoire0_Très
21198,1413,P04,R4,Commentaire Aléatoire1_îàèù
21199,1413,P05,R2,Commentaire Aléatoire2_Trop Û
21200,1413,P06,R2,Commentaire Aléatoire0_Très
21201,1413,P07,R7,Commentaire Aléatoire2_Trop Û
21202,1413,P08,R1,Commentaire Aléatoire1_îàèù
21203,1413,P09,R2,Commentaire Aléatoire0_Très
21204,1413,P10,R2,Commentaire Aléatoire4_Qûàtré
21205,1413,P11,R2,Commentaire Aléatoire0_Très
21206,1413,P12,R3,Commentaire Aléatoire0_Très
21207,1413,P13,R0,Commentaire Aléatoire0_Très
21208,1413,P14,R2,Commentaire Aléatoire3_Trois_Ècî
21209,1413,P20,R2,Commentaire Aléatoire1_îàèù
21210,1414,P01,R4,Commentaire Aléatoire2_Trop Û
21211,1414,P02,R9,Commentaire Aléatoire2_Trop Û
21212,1414,P03,R0,Commentaire Aléatoire2_Trop Û
21213,1414,P04,R5,Commentaire Aléatoire0_Très
21214,1414,P05,R0,Commentaire Aléatoire4_Qûàtré
21215,1414,P06,R2,Commentaire Aléatoire1_îàèù
21216,1414,P07,R7,Commentaire Aléatoire3_Trois_Ècî
21217,1414,P08,R5,Commentaire Aléatoire3_Trois_Ècî
21218,1414,P09,R2,Commentaire Aléatoire4_Qûàtré
21219,1414,P10,R2,Commentaire Aléatoire1_îàèù
21220,1414,P11,R2,Commentaire Aléatoire2_Trop Û
21221,1414,P12,R3,Commentaire Aléatoire2_Trop Û
21222,1414,P13,R2,Commentaire Aléatoire4_Qûàtré
21223,1414,P14,R2,Commentaire Aléatoire0_Très
21224,1414,P20,R2,Commentaire Aléatoire3_Trois_Ècî
21225,1415,P01,R4,Commentaire Aléatoire3_Trois_Ècî
21226,1415,P02,R7,Commentaire Aléatoire2_Trop Û
21227,1415,P03,R4,Commentaire Aléatoire4_Qûàtré
21228,1415,P04,R5,Commentaire Aléatoire0_Très
21229,1415,P05,R2,Commentaire Aléatoire4_Qûàtré
21230,1415,P06,R2,Commentaire Aléatoire3_Trois_Ècî
21231,1415,P07,R7,Commentaire Aléatoire4_Qûàtré
21232,1415,P08,R5,Commentaire Aléatoire2_Trop Û
21233,1415,P09,R2,Commentaire Aléatoire1_îàèù
21234,1415,P10,R2,Commentaire Aléatoire0_Très
21235,1415,P11,R2,Commentaire Aléatoire3_Trois_Ècî
21236,1415,P12,R3,Commentaire Aléatoire0_Très
21237,1415,P13,R2,Commentaire Aléatoire1_îàèù
21238,1415,P14,R0,Commentaire Aléatoire3_Trois_Ècî
21239,1415,P20,R2,Commentaire Aléatoire0_Très
21240,1416,P01,R4,Commentaire Aléatoire4_Qûàtré
21241,1416,P02,R5,Commentaire Aléatoire0_Très
21242,1416,P03,R1,Commentaire Aléatoire0_Très
21243,1416,P04,R5,Commentaire Aléatoire0_Très
21244,1416,P05,R2,Commentaire Aléatoire0_Très
21245,1416,P06,R2,Commentaire Aléatoire2_Trop Û
21246,1416,P07,R4,Commentaire Aléatoire0_Très
21247,1416,P08,R5,Commentaire Aléatoire3_Trois_Ècî
21248,1416,P09,R1,Commentaire Aléatoire1_îàèù
21249,1416,P10,R2,Commentaire Aléatoire0_Très
21250,1416,P11,R2,Commentaire Aléatoire4_Qûàtré
21251,1416,P12,R3,Commentaire Aléatoire2_Trop Û
21252,1416,P13,R2,Commentaire Aléatoire1_îàèù
21253,1416,P14,R1,Commentaire Aléatoire3_Trois_Ècî
21254,1416,P20,R2,Commentaire Aléatoire3_Trois_Ècî
21255,1417,P01,R3,Commentaire Aléatoire1_îàèù
21256,1417,P02,R9,Commentaire Aléatoire4_Qûàtré
21257,1417,P03,R4,Commentaire Aléatoire1_îàèù
21258,1417,P04,R5,Commentaire Aléatoire1_îàèù
21259,1417,P05,R2,Commentaire Aléatoire1_îàèù
21260,1417,P06,R0,Commentaire Aléatoire3_Trois_Ècî
21261,1417,P07,R7,Commentaire Aléatoire2_Trop Û
21262,1417,P08,R5,Commentaire Aléatoire2_Trop Û
21263,1417,P09,R2,Commentaire Aléatoire2_Trop Û
21264,1417,P10,R2,Commentaire Aléatoire1_îàèù
21265,1417,P11,R2,Commentaire Aléatoire0_Très
21266,1417,P12,R2,Commentaire Aléatoire2_Trop Û
21267,1417,P13,R2,Commentaire Aléatoire4_Qûàtré
21268,1417,P14,R2,Commentaire Aléatoire3_Trois_Ècî
21269,1417,P20,R0,Commentaire Aléatoire4_Qûàtré
21270,1418,P01,R4,Commentaire Aléatoire3_Trois_Ècî
21271,1418,P02,R9,Commentaire Aléatoire1_îàèù
21272,1418,P03,R3,Commentaire Aléatoire3_Trois_Ècî
21273,1418,P04,R5,Commentaire Aléatoire3_Trois_Ècî
21274,1418,P05,R2,Commentaire Aléatoire4_Qûàtré
21275,1418,P06,R0,Commentaire Aléatoire3_Trois_Ècî
21276,1418,P07,R7,Commentaire Aléatoire3_Trois_Ècî
21277,1418,P08,R5,Commentaire Aléatoire3_Trois_Ècî
21278,1418,P09,R2,Commentaire Aléatoire3_Trois_Ècî
21279,1418,P10,R0,Commentaire Aléatoire2_Trop Û
21280,1418,P11,R2,Commentaire Aléatoire3_Trois_Ècî
21281,1418,P12,R3,Commentaire Aléatoire1_îàèù
21282,1418,P13,R2,Commentaire Aléatoire2_Trop Û
21283,1418,P14,R2,Commentaire Aléatoire2_Trop Û
21284,1418,P20,R2,Commentaire Aléatoire0_Très
21285,1419,P01,R4,Commentaire Aléatoire2_Trop Û
21286,1419,P02,R9,Commentaire Aléatoire3_Trois_Ècî
21287,1419,P03,R4,Commentaire Aléatoire4_Qûàtré
21288,1419,P04,R5,Commentaire Aléatoire0_Très
21289,1419,P05,R2,Commentaire Aléatoire0_Très
21290,1419,P06,R2,Commentaire Aléatoire4_Qûàtré
21291,1419,P07,R6,Commentaire Aléatoire3_Trois_Ècî
21292,1419,P08,R5,Commentaire Aléatoire1_îàèù
21293,1419,P09,R2,Commentaire Aléatoire4_Qûàtré
21294,1419,P10,R2,Commentaire Aléatoire3_Trois_Ècî
21295,1419,P11,R2,Commentaire Aléatoire0_Très
21296,1419,P12,R3,Commentaire Aléatoire4_Qûàtré
21297,1419,P13,R2,Commentaire Aléatoire3_Trois_Ècî
21298,1419,P14,R2,Commentaire Aléatoire1_îàèù
21299,1419,P20,R0,Commentaire Aléatoire0_Très
21300,1420,P01,R4,Commentaire Aléatoire3_Trois_Ècî
21301,1420,P02,R9,Commentaire Aléatoire2_Trop Û
21302,1420,P03,R4,Commentaire Aléatoire0_Très
21303,1420,P04,R5,Commentaire Aléatoire2_Trop Û
21304,1420,P05,R2,Commentaire Aléatoire0_Très
21305,1420,P06,R2,Commentaire Aléatoire3_Trois_Ècî
21306,1420,P07,R7,Commentaire Aléatoire4_Qûàtré
21307,1420,P08,R2,Commentaire Aléatoire3_Trois_Ècî
21308,1420,P09,R2,Commentaire Aléatoire4_Qûàtré
21309,1420,P10,R2,Commentaire Aléatoire4_Qûàtré
21310,1420,P11,R1,Commentaire Aléatoire4_Qûàtré
21311,1420,P12,R3,Commentaire Aléatoire2_Trop Û
21312,1420,P13,R2,Commentaire Aléatoire1_îàèù
21313,1420,P14,R0,Commentaire Aléatoire4_Qûàtré
21314,1420,P20,R2,Commentaire Aléatoire1_îàèù
21315,1421,P01,R2,Commentaire Aléatoire0_Très
21316,1421,P02,R9,Commentaire Aléatoire0_Très
21317,1421,P03,R4,Commentaire Aléatoire2_Trop Û
21318,1421,P04,R5,Commentaire Aléatoire3_Trois_Ècî
21319,1421,P05,R1,Commentaire Aléatoire4_Qûàtré
21320,1421,P06,R2,Commentaire Aléatoire1_îàèù
21321,1421,P07,R7,Commentaire Aléatoire2_Trop Û
21322,1421,P08,R5,Commentaire Aléatoire1_îàèù
21323,1421,P09,R2,Commentaire Aléatoire0_Très
21324,1421,P10,R2,Commentaire Aléatoire1_îàèù
21325,1421,P11,R2,Commentaire Aléatoire3_Trois_Ècî
21326,1421,P12,R0,Commentaire Aléatoire2_Trop Û
21327,1421,P13,R0,Commentaire Aléatoire2_Trop Û
21328,1421,P14,R2,Commentaire Aléatoire3_Trois_Ècî
21329,1421,P20,R2,Commentaire Aléatoire1_îàèù
21330,1422,P01,R4,Commentaire Aléatoire4_Qûàtré
21331,1422,P02,R4,Commentaire Aléatoire4_Qûàtré
21332,1422,P03,R3,Commentaire Aléatoire0_Très
21333,1422,P04,R5,Commentaire Aléatoire0_Très
21334,1422,P05,R2,Commentaire Aléatoire4_Qûàtré
21335,1422,P06,R2,Commentaire Aléatoire1_îàèù
21336,1422,P07,R7,Commentaire Aléatoire3_Trois_Ècî
21337,1422,P08,R5,Commentaire Aléatoire2_Trop Û
21338,1422,P09,R2,Commentaire Aléatoire0_Très
21339,1422,P10,R0,Commentaire Aléatoire3_Trois_Ècî
21340,1422,P11,R2,Commentaire Aléatoire3_Trois_Ècî
21341,1422,P12,R3,Commentaire Aléatoire3_Trois_Ècî
21342,1422,P13,R2,Commentaire Aléatoire3_Trois_Ècî
21343,1422,P14,R2,Commentaire Aléatoire1_îàèù
21344,1422,P20,R2,Commentaire Aléatoire3_Trois_Ècî
21345,1423,P01,R4,Commentaire Aléatoire4_Qûàtré
